"Internal SKU","Primary EAN",Name,"Reference Numbers",Group,WMS,Warehouse,"Lot name",Quantity,Booked,Available,Required,"Expiration Date"
E0107,8006933026072,VALERIANA,E0107,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,Lotto1,30,0,30,0,2027-01-31
SEM20,8023868005552,"Trifoglio nanissimo g 500",SEM20,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,88/tac,25,0,25,0,2025-08-30
76312,8008090606906,"SPIRA GREEN DIFFUSORE SEQUOIA  ASSORTITO (GER. + LAV.)",76312,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,9159,42,0,42,0,2035-01-31
76312,8008090606906,"SPIRA GREEN DIFFUSORE SEQUOIA  ASSORTITO (GER. + LAV.)",76312,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,45,30,0,30,0,2027-12-31
GT101,3353090089934,"TRADITION tg 06",GT101,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,10,0,10,0,2035-01-31
82002,8002840820024,"RESPIRA SEQUOIA  AQUA",82002,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,9197,41,0,41,0,2035-01-31
B33315,8006933069420,"STARTER KIT - VASETTI BIODEGRADABILI + PASTIGLIE DI COCCO",B33315,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,12,0,12,0,2035-01-31
82004,8002840820048,"RESPIRA SEQUOIA FLORAL",82004,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,9197,61,0,61,0,2035-01-31
B33318,8006933069383,"VASETTI BIODEGRADABILI IN COCCO 6 CM IN STRIP (3 strip da 6 vasetti)",B33318,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,29,0,29,0,2035-01-31
47931,8008090602106,"SPIRA 12 FOGLIETTI ANTI TARME",47931,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,173,0,173,0,2035-01-31
82000,8002840820000,"RESPIRA SEQUOIA PARFUME DE LAVANDE",82000,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,9193,56,0,56,0,2035-01-31
ITRUPA1,3121970194616,"Roundup RTU Lt 1",ITRUPA1,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,19,0,19,0,2025-06-20
25618,8034052225618,"Sassi piccoli per decorazione colore bianco gr 1000",25618,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,35,0,35,0,2035-01-31
00334,8034052800334,"SET 3 VASI IN CEMENTO 18X18X17CM / 14.5X14.5X13.5CM / 11.5X11.5X11CM",00334,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,,0,0,0,0,
GT103,3353090089958,"TRADITION tg 08",GT103,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,10,0,10,0,2035-01-31
GT104,3353090089965,"TRADITION tg 09",GT104,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,10,0,10,0,2035-01-31
GT100,3353090100431,"SOLIDO tg 11",GT100,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,,0,0,0,0,
GT069,3353090073292,"SEQUOIA tg 07",GT069,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,10,0,10,0,2035-01-31
09176,8056001109176,"SET 3 VASI FIORI IN CERAMICA DIAM.16,5XH.16,5CM,  DIAM.13,5XH.13,5CM,DIA",09176,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,Lotton25231013,2,0,2,0,2035-02-20
10614,8008090078116,"SPIRA BIUSO BASE S/INT sf.",10614,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,420,144,0,144,0,2030-01-31
00555,8034052500555,"SET 2 LANTERNE IN LEGNO E METALLO (30X30XH.76 CM) (22X22X57 CM)",00555,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,Lotto1,2,0,2,0,2035-01-31
28968,8034052328968,"RICARICA PER DIFFUSORE DI ESSENZA FRAGOLINO ml 500",28968,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,9,0,9,0,2035-01-31
GT096,3353090099988,"ROSERAIE tg 10",GT096,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,10,0,10,0,2035-05-30
GT072,3353090073322,"SEQUOIA tg 10",GT072,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,10,0,10,0,2028-02-13
GT068,3353090089668,"ROOTS tg 11",GT068,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,20250213,10,0,10,0,2028-02-01
GT066,3353090089644,"ROOTS tg 09",GT066,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,5,0,5,0,2028-02-13
GT106,3353090089989,"TRADITION tg 11",GT106,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,20250213,10,0,10,0,2028-02-01
GT102,3353090089941,"TRADITION tg 07",GT102,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,20250213,10,0,10,0,2028-02-01
GT073,3353090073339,"SEQUOIA tg 11",GT073,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,10,0,10,0,2028-02-13
GT070,3353090073308,"SEQUOIA tg 08",GT070,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,20250213,10,0,10,0,2028-02-01
GT094,3353090099964,"ROSERAIE tg 08",GT094,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,8,0,8,0,2028-02-13
GT082,3353090620090,"SNITRILE tg 09",GT082,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,20250213,5,0,5,0,2028-02-01
GT081,3353090620083,"SNITRILE tg 08",GT081,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,15,0,15,0,2028-02-13
GT083,3353090620106,"SNITRILE tg 10",GT083,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,11,0,11,0,2028-02-13
82042,8002840820420,"RESPIRA FLEURS OCEANO",82042,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,12432,32,0,32,0,2028-02-13
GT105,3353090089972,"TRADITION tg 10",GT105,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,9,0,9,0,2028-02-13
GT098,3353090100417,"SOLIDO tg 09",GT098,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,10,0,10,0,2028-02-13
GT095,3353090099971,"ROSERAIE tg 09",GT095,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,8,0,8,0,2028-02-13
GT091,3353090073360,"RONCIER tg 10",GT091,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,9,0,9,0,2028-02-13
GT099,3353090100424,"SOLIDO tg 10",GT099,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,8,0,8,0,2028-02-13
GT064,3353090089620,"ROOTS tg 07",GT064,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,3,0,3,0,2028-02-13
GT071,3353090073315,"SEQUOIA tg 09",GT071,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,8,0,8,0,2028-02-13
GT065,3353090089637,"ROOTS tg 08",GT065,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,20250213,10,0,10,0,2028-02-01
GT088,3353090077139,"RONCIER tg 07",GT088,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,9,0,9,0,2028-02-13
70786,8008090605725,"SPIRA GREEN DIFFUSORE SEQUOIA CITRONELLA",70786,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,45,4,0,4,0,2027-12-31
GT076,3353090099797,"SOULDIER F tg 08",GT076,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,l1,29,0,29,0,2028-02-13
82006,8002840820444,"Respira Sequoia Mela & Cannella - Limited Edition",82006,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,,0,0,0,0,
43643,8034052243643,"VASO IN CEMENTO CON MANICI IN CORDA DIAM.13XH.12 CM",43643,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,LOTTO1,16,0,16,0,2035-01-31
B33317,8006933069376,"VASETTI BIODEGRADABILI IN COCCO 5 CM IN STRIP (4 strip da 6 vasetti)",B33317,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,30,0,30,0,2035-01-31
96865,8056001096865,"RICARICA x DIFFUSORE DI ESSENZA LIME e BASILICO ml 500",96865,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,G1248430,16,0,16,0,2035-05-30
CLT1,8023868001851,"Vithal COLLA PER TOPI gr 135",CLT1,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,50,0,50,0,2035-01-31
20216,8008090063488,"VULCANO SPIRALI X24 sf.",20216,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,480,0,480,0,2029-02-13
PO010,8023868008317,"Vithal Lumachicida PFnPO g 200",PO010,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,9,0,9,0,2025-07-31
CS013,8023868008058,"Vithal Bio Barriera Insetti RTU ml 750",CS013,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,19,0,19,0,2035-02-20
CS014,8023868008355,"Vithal Expert Sapone Molle L 1",CS014,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,15,0,15,0,2033-06-20
CS012,8023868008034,"Vithal Bio Barriera Funghi RTU ml 750",CS012,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,,0,0,0,0,
CS015,8023868008430,"Vithal Expert FungiBio Kg 1",CS015,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,,0,0,0,0,
12184,8034052812184,"VASO INNAFFIATOIO IN METALLO 28X13X13CM COLORI ASSORTITI",12184,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,12,0,12,0,2035-01-31
12122,8034052812122,"VASO IN LATTA CON MANICI  DIAM.13XH.13CM COLORI ASSORTITI",12122,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,LOTTO1,36,0,36,0,2035-01-31
RP002,8023868008935,"Vithal Repellente Cane e Gatto g 200",RP002,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,24060340,29,0,29,0,2026-06-30
12276,8034052812276,"VASO INNAFFIATOIO IN METALLO DECORATO 28X13X13CM COLORI ASSORTITI",12276,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,26731115,11,0,11,0,2035-01-31
CS005,8023868007280,"Vithal Bio Tannino ml 750",CS005,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,2L2402,71,0,71,0,2032-10-24
CS008,8023868007365,"Vithal Bio Equisetum Arvense ml 250",CS008,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,48,0,48,0,2035-01-31
B11117,8006933069284,"VASSOIO IN POLISTIRENE  ? 3,6 CM - 1 vassoio 52,5 x 30,5 x 3,5 cm",B11117,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,11,0,11,0,2035-01-31
CM041,8023868008874,"Vithal Expert Zeolite + Rame Kg 5 (4 pz)",CM041,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,12,0,12,0,2033-12-27
00938,8034052800938,"VASO IN PIETRA DIAM.21XH.19CM",00938,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,LOTTO1,1,0,1,0,2035-01-31
43667,8034052243667,"VASO IN CEMENTO CON MANICI IN CORDA GRANDE DIAM.18XH.16.5 CM",43667,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,43667,6,0,6,0,2035-02-28
SP006,8023868007389,"Vithal MASTER kg 1",SP006,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,A212514,40,0,40,0,2031-09-22
CS018,802386800734102,"Vithal Bio Protezione Totale ml 750 - NUOVO",CS018,,VITHALGARDENSCRAPING,VITHALGARDENSCRAPING,4E2702,1,0,1,0,2035-01-31
CM031,8023868008331,"Vithal Expert Zolfo WG Kg 1",CM031,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,0,0,0,0,2035-01-31
CM041,8023868008874,"Vithal Expert Zeolite + Rame Kg 5 (4 pz)",CM041,,VITHALGARDENSCRAPING,VITHALGARDENSCRAPING,lot1,1,0,1,0,2033-12-27
CM031,8023868008331,"Vithal Expert Zolfo WG Kg 1",CM031,,VITHALGARDENSCRAPING,VITHALGARDENSCRAPING,lotto1,1,0,1,0,2035-01-31
DS002,8023868006122,"Vithal Disabituante Cani e Gatti gel  Lt 1",DS002,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,FAF21,0,0,0,0,2024-02-28
DS005,8023868006856,"Vithal Rodibait New Kg 1,5",DS005,,VITHALGARDENSCRAPING,VITHALGARDENSCRAPING,lotto1,1,0,1,0,2035-05-30
CM039,8023868008836,"Vithal Bio Blackjak Bio fisioattivatore (200pz - 2 esp x 100pz) ml 20",CM039,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,0324,389,0,389,0,2027-12-31
48216,8004130227834,"VULCANO BASTONCINI CITRON.IN ASTUCCIO",48216,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,45,50,0,50,0,2027-12-31
10580,8008090066038,"VULCANO COCCIO + 10 SPIRALI",10580,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,188,0,188,0,2030-02-13
18204,8002840182047,"VULCANO SPIRALI PROF.ASS. x 30 TRMx10",18204,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,45,120,0,120,0,2027-12-31
44858,8008090063495,"VULCANO SPIRALI PROF.ASS. x 30 TRMx10",44858,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,45,647,0,647,0,2030-01-31
E0155,8006933027017,"ZINNIA GIGANTE CALIFORNIA IN MISCUGLIO",E0155,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,17,0,17,0,2034-05-16
E0277,8006933028243,"ZINNIA GIGANTE CALIFORNIA ROSA",E0277,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,20,0,20,0,2031-04-12
E0116,8006933026188,"ZUCCA HALLOWEEN",E0116,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,18,0,18,0,2030-02-19
E0430,8006933078965,"ZUCCA LUNGA DI NAPOLI",E0430,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,17,0,17,0,2027-12-31
E0304,8006933034367,"ZUCCA MARINA DI CHIOGGIA",E0304,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,16,0,16,0,2028-03-13
E0451,8006933073533,"ZUCCA MOSCATA DI PROVENZA",E0451,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,Lotto1,15,0,15,0,2027-01-31
E0651,8006933049088,"ZUCCHINO DA FIORE",E0651,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,Lotto1,18,0,18,0,2027-12-31
E0338,8006933073540,"ZUCCHINO NANO VERDE DI MILANO",E0338,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,11,0,11,0,2029-05-18
E0652,8006933049071,"ZUCCHINO ROMANESCO",E0652,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,19,0,19,0,2030-03-16
CS006,8023868007303,"Vithal Bio Lecitina 80 ml 250",CS006,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,1M0901,87,0,87,0,2035-05-30
CS018,802386800734102,"Vithal Bio Protezione Totale ml 750 - NUOVO",CS018,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,4E2702,94,0,94,0,2035-01-31
CM010,8023868006719,"Vithal Bio Blackjak ml 500",CM010,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,17,0,17,0,2035-01-31
CM017,8023868007327,"Vithal Bio Abyss ml 250",CM017,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,2C1401,34,0,34,0,2032-03-31
CM011,8023868006771,"Vithal Bio Sapone Molle ml 250",CM011,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,1B2701,0,0,0,0,2024-01-31
CM011,8023868006771,"Vithal Bio Sapone Molle ml 250",CM011,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,3I1901,67,0,67,0,2025-09-30
CS001,8023868005910,"Vithal Bio Anti Muffa g 350",CS001,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,C232086,40,0,40,0,2033-01-31
CM033,8023868008416,"Vithal Expert Calcio Liquido Kg 1",CM033,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,F214H,14,0,14,0,2035-01-31
CS010,8023868007990,"Vithal Bio Aceto RTU ml 750",CS010,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,16,0,16,0,2025-05-31
SP009,8023868008850,"Vithal Bio Rame e Zolfo Plus RTU ml 750",SP009,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,106U,12,0,12,0,2034-04-30
CM038,8023868008829,"Vithal Bio Orto Sano g 500",CM038,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,12,0,12,0,2035-02-20
CM038,8023868008829,"Vithal Bio Orto Sano g 500",CM038,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,231101MX,12,0,12,0,2035-01-31
CS003,8023868006757,"Vithal Bio Zeolite Kg 1",CS003,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto,12,0,12,0,2035-01-31
CM040,8023868008867,"Vithal Bio Prato Bello g 500",CM040,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,24,0,24,0,2035-01-31
DS001,8023868006108,"Vithal Disabituante Cani e Gatti ml 500",DS001,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,FAG23,6,0,6,0,2035-01-31
DS001,8023868006108,"Vithal Disabituante Cani e Gatti ml 500",DS001,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,PR1-23-SC1-26,58,0,58,0,2035-01-31
SP010,8023868008904,"Vithal Bio Olio di Neem ml 250",SP010,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,45,29,0,29,0,2027-12-31
SP003,8023868006085,"Vithal MASTER gr 250",SP003,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,96,0,96,0,2035-05-30
SP003,8023868006085,"Vithal MASTER gr 250",SP003,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,45,24,0,24,0,2030-12-31
CM021,8023868007754,"Vithal Bio Zeolite + Zolfo Kg 1",CM021,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,400401,24,0,24,0,2034-03-04
PO008,8023868008324,"Vithal Piretro Garden PFnPO ml 750",PO008,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,BG-413402,21,0,21,0,2034-03-20
CS016,8023868008843,"Vithal Bio Diatomite g 750",CS016,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,3N1201,27,0,27,0,2030-12-31
CS011,8023868008010,"Vithal Bio Polvere di Neem g 800",CS011,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,36,0,36,0,2035-02-20
CM022,8023868007778,"Vithal Bio Zeolite + Rame Kg 1",CM022,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,9,0,9,0,0235-01-31
CM022,8023868007778,"Vithal Bio Zeolite + Rame Kg 1",CM022,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,4A2201,13,0,13,0,2035-01-31
CM029,8023868007914,"Vithal Bio Neem Pin Bastineem (25 pz x 2 g)",CM029,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,2236,12,0,12,0,2035-01-31
RP004,8023868008959,"Vithal repellente Spray cane e gatto ml 250",RP004,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,240609114,27,0,27,0,2026-06-30
12139,8034052812139,"VASO IN LATTA CON MANICI  DIAM.17XH.14CM COLORI ASSORTITI",12139,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,8,0,8,0,2035-01-31
DS005,8023868006856,"Vithal Rodibait New Kg 1,5",DS005,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,53,0,53,0,2035-05-30
CM011,8023868006771,"Vithal Bio Sapone Molle ml 250",CM011,,VITHALGARDENSCRAPING,VITHALGARDENSCRAPING,1B2701,3,0,3,0,2024-01-31
DS002,8023868006122,"Vithal Disabituante Cani e Gatti gel  Lt 1",DS002,,VITHALGARDENSCRAPING,VITHALGARDENSCRAPING,FAF21,22,0,22,0,2024-02-28
CM012,8023868006818,"Vithal Bio Neem Soil Kg 2,5",CM012,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,29,0,29,0,2035-01-31
CS002,8023868006733,"Vithal Bio Caolino Kg 1",CS002,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,48,0,48,0,2035-01-31
PO009,8023868008782,"Vithal Aleavi Diserbante Totale PFnPO ml 100",PO009,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,30,0,30,0,2035-05-30
12245,8034052812245,"VASO IN LATTA DECORATO DIAM.16.5X14.5CM COLORI ASSORTITI",12245,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,48,0,48,0,2035-05-30
CS009,8023868007976,"Vithal Bio Olio di Neem RTU ml 750",CS009,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,FA116G,37,0,37,0,2035-05-30
CM013,8023868006832,"Vithal Bio Domineem ml 250",CM013,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,37,0,37,0,2035-01-31
CS004,8023868006795,"Vithal Bio Propoli ml 250",CS004,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,1B2001,82,0,82,0,2034-01-30
DS003,8023868006146,"Vithal Disabituante Piccioni ml 500",DS003,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,57,0,57,0,2035-01-31
12146,8034052812146,"VASO IN LATTA CON MANICI  DIAM.20.5XH.12CM COLORI ASSORTITI",12146,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,24,0,24,0,2035-01-31
00921,8034052800921,"VASO IN PIETRA DIAM.14XH.31CM",00921,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,5,0,5,0,2035-02-25
CM036,8023868008454,"Vithal Expert Sempreverde Mix Kg 1",CM036,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,,0,0,0,0,
SP008,8023868008409,"Vithal Expert Trappola Magica - 10 fogli",SP008,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,40,0,40,0,2035-05-30
CM032,8023868008362,"Vithal Expert Frutti Fixer Kg 1",CM032,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,22,0,22,0,2035-05-30
CM030,8023868008096,"Vithal Expert Rame WP Kg 1",CM030,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,26,0,26,0,2035-05-30
