Internal SKU,Primary EAN,Name,Quantity
43643,8034052243643,VASO IN CEMENTO CON MANICI IN CORDA DIAM.13XH.12 CM,16
43667,8034052243667,VASO IN CEMENTO CON MANICI IN CORDA GRANDE DIAM.18XH.16.5 CM,6
12122,8034052812122,VASO IN LATTA CON MANICI  DIAM.13XH.13CM COLORI ASSORTITI,36
12139,8034052812139,VASO IN LATTA CON MANICI  DIAM.17XH.14CM COLORI ASSORTITI,8
12146,8034052812146,VASO IN LATTA CON MANICI  DIAM.20.5XH.12CM COLORI ASSORTITI,24
12245,8034052812245,VASO IN LATTA DECORATO DIAM.16.5X14.5CM COLORI ASSORTITI,48
00921,8034052800921,VASO IN PIETRA DIAM.14XH.31CM,5
00945,8034052800945,VASO IN PIETRA DIAM.20XH.20CM,0
00938,8034052800938,VASO IN PIETRA DIAM.21XH.19CM,1
12184,8034052812184,VASO INNAFFIATOIO IN METALLO 28X13X13CM COLORI ASSORTITI,12
12276,8034052812276,VASO INNAFFIATOIO IN METALLO DECORATO 28X13X13CM COLORI ASSORTITI,11
B11117,8006933069284,"VASSOIO IN POLISTIRENE  ? 3,6 CM - 1 vassoio 52,5 x 30,5 x 3,5 cm",11
GT118,3353090089736,VISIBLE tg 10,0
GT119,3353090089743,VISIBLE tg 11,0
GT116,3353090089712,VISIBLE tg 8,0
GT117,3353090089729,VISIBLE tg 9,0
LGY01,8023868005118,Vithal 3Logy ml 250,0
PE029,8023868008287,Vithal 3logy PFnPE ml 100,0
PE030,8023868008294,Vithal 3logy PFnPE ml 20,0
AGP7,8023868003954,Vithal Agro-pyr ml 20 (**),0
PO002,8023868006955,Vithal Aleavi Diserbante Totale ml 200,0
PO003,8023868006979,Vithal Aleavi Diserbante Totale ml 400,0
PO009,8023868008782,Vithal Aleavi Diserbante Totale PFnPO ml 100,30
PE004,8023868006016,Vithal Anti Cimici ml 15,0
PO014,8023868013571,Vithal Antibruco Lt 1,0
ACO01,8023868005217,Vithal Anticocciniglia RTU ml 800,0
PE042,8023868008775,Vithal Antiperonosporico Sistemico g 200 (**),0
PE020,8023868007938,Vithal Armicarb RTU ml 750,0
PE024,8023868008232,Vithal Bacillus PFnPE g 10,0
PE025,8023868008249,Vithal Bacillus PFnPE g 50x2,0
6320,3121970164367,Vithal Bastinsect (20 pz x 1.25 g),0
CM017,8023868007327,Vithal Bio Abyss ml 250,32
CS010,8023868007990,Vithal Bio Aceto RTU ml 750,16
CS001,8023868005910,Vithal Bio Anti Muffa g 350,40
CS012,8023868008034,Vithal Bio Barriera Funghi RTU ml 750,5
CS013,8023868008058,Vithal Bio Barriera Insetti RTU ml 750,19
CM039,8023868008836,Vithal Bio Blackjak Bio fisioattivatore (200pz - 2 esp x 100pz) ml 20,381
CM010,8023868006719,Vithal Bio Blackjak ml 500,16
CS020,8023868013489,Vithal Bio Bolla Stop ml 50,0
CS002,8023868006733,Vithal Bio Caolino Kg 1,48
CS021,8023868013823,Vithal Bio Diatomite g 200,0
CS016,8023868008843,Vithal Bio Diatomite g 750,27
CM013,8023868006832,Vithal Bio Domineem ml 250,37
CS008,8023868007365,Vithal Bio Equisetum Arvense ml 250,46
CS006,8023868007303,Vithal Bio Lecitina 80 ml 250,87
CM029,8023868007914,Vithal Bio Neem Pin Bastineem (25 pz x 2 g),12
CM012,8023868006818,"Vithal Bio Neem Soil Kg 2,5",28
SP013,8023868013496,Vithal Bio Olio di Neem (1 esp x 100pz) ml 15,0
SP010,8023868008904,Vithal Bio Olio di Neem ml 250,29
CS009,8023868007976,Vithal Bio Olio di Neem RTU ml 750,37
CM038,8023868008829,Vithal Bio Orto Sano g 500,24
CS011,8023868008010,Vithal Bio Polvere di Neem g 800,36
CM040,8023868008867,Vithal Bio Prato Bello g 500,24
CM045,8023868013519,Vithal Bio Prato Sano gr 100,0
CS004,8023868006795,Vithal Bio Propoli ml 250,82
CS007,8023868007341,Vithal Bio Protezione Totale ml 500,0
CS018,802386800734102,Vithal Bio Protezione Totale ml 750 - NUOVO,94
CM044,8023868013502,Vithal Bio Rame e Zolfo ml 250,0
SP009,8023868008850,Vithal Bio Rame e Zolfo Plus RTU ml 750,12
CM011,8023868006771,Vithal Bio Sapone Molle ml 250,3
CS005,8023868007280,Vithal Bio Tannino ml 750,71
SP012,8023868013465,Vithal Bio Trappola Magica - 10 fogli,0
CM022,8023868007778,Vithal Bio Zeolite + Rame Kg 1,21
CM021,8023868007754,Vithal Bio Zeolite + Zolfo Kg 1,24
CS003,8023868006757,Vithal Bio Zeolite Kg 1,12
BLD3,8023868003725,Vithal BIOLID UP ml 100,0
PE032,802386800372502,Vithal BIOLID UP ml 100 (NE),0
BLD2,8023868003732,Vithal BIOLID UP ml 500,0
PE033,802386800373202,Vithal BIOLID UP ml 500 (NE),0
PE040,8023868008751,Vithal Bordoflow PFnPE ml 50 (**),0
PE041,8023868008768,Vithal Bordoflow PFnPE ml 800 (**),0
BRD5,8023868003060,Vithal BORDORAM 20 WG  gr 500 (**),0
PE036,802386800306002,Vithal BORDORAM 20 WG  gr 500 (**) (NE),0
BRD2,8023868003053,Vithal BORDORAM 20 WG gr 200  (**),0
PE023,8023868008225,Vithal Ciopper PFnPE ml 200,0
PE022,802386800448702,Vithal Ciopper PFnPE ml 50,0
PE039,8023868008485,Vithal Ciopper PFnPE ml 500,0
6198,3121970161137,Vithal Cip 750 ml,0
CLN1,8023868003749,Vithal CLINER ml 100,0
CLN2,8023868003756,Vithal CLINER ml 500,0
CLT1,8023868001851,Vithal COLLA PER TOPI gr 135,50
PE013,802386800180602,Vithal CUPRITAL S.D.I. ml 250  (*),0
CPT1,8023868001806,Vithal CUPRITAL S.D.I. ml 250  (*),0
CPT05,8023868004975,Vithal CUPRITAL S.D.I. ml 500 (*),0
DEM06,8023868004753,Vithal Demetrina Flow ml 10 (**),0
DEM10,8023868004760,Vithal Demetrina Flow ml 100 (**),0
DEM15,8023868004777,Vithal Demetrina Flow ml 200 (**),0
DS002,8023868006122,Vithal Disabituante Cani e Gatti gel  Lt 1,0
DS001,8023868006108,Vithal Disabituante Cani e Gatti ml 500,62
DS003,8023868006146,Vithal Disabituante Piccioni ml 500,56
DS004,8023868006160,Vithal Disabituante Rettili Gel Lt 1,0
PE031,8023868008300,Vithal Diserbo Totale PFnPE ml 500,0
PE001,802386800507102,Vithal Emerald 125 ml 5,0
PE002,802386800509502,Vithal Emerald 125 ml 50,0
EPK20,8023868004487,Vithal Epik SL ml 15,0
EPK35,8023868004548,Vithal Epik SL ml 250,0
PO005,8023868007167,Vithal Esca Lumachicida PFnPO gr 500,0
PO006,8023868007228,Vithal Esca Lumachicida PFnPO Kg 1,0
PF002,8023868008379,Vithal Expert 3logy ml 500,0
AGP4,8023868002308,Vithal Expert AGRO-PYR ml 100  (**),0
CS019,8023868008966,Vithal Expert Bolla Stop ml 400,0
CM033,8023868008416,Vithal Expert Calcio Liquido Kg 1,14
CS017,8023868008881,Vithal Expert Diatomite Kg 3,0
PE011,802386800509503,Vithal Expert Emerald 125 ml 50,0
PE010,802386800454802,Vithal Expert Epik SL ml 250,0
PF006,802386800454803,Vithal Expert Epik SL ml 250 (NE),0
PF001,802386800431902,Vithal Expert Ercole 1 Kg,0
AT001,8023868013458,Vithal Expert Erogatore Portaesche (22x14x75),0
NFL-AT001,802386801345802,Vithal Expert Erogatore Portaesche (22x14x75),0
ESCR3,8023868007488,Vithal Expert Esca Regina Lumachicida PFnPE gr 500,0
ESCR1,8023868007501,Vithal Expert Esca Regina Lumachicida PFnPE Kg 1,0
ESCR2,8023868007525,Vithal Expert Esca Regina Lumachicida PFnPE Kg 5,0
FXT1,8023868002889,Vithal Expert FOXTAIL ml 250,0
CM032,8023868008362,Vithal Expert Frutti Fixer Kg 1,22
CS015,8023868008430,Vithal Expert FungiBio Kg 1,20
PF010,8023868013557,Vithal Expert Insetticida Bassa Carenza ml 250,0
OIK2,8023868004210,Vithal Expert OIKOS ml 100,0
PF009,802386800421003,Vithal Expert OIKOS ml 100,0
PE012,802386800421002,Vithal Expert OIKOS ml 100,0
SP011,8023868008980,Vithal Expert Olio di Neem Lt 1,0
PST10,8023868000571,Vithal Expert PASTA LUMACH. bianca Kg 5 (**),0
PF007,8023868000564,Vithal Expert Pasta Lumachicida Bianca Kg 1 (**),0
CM034,8023868008423,Vithal Expert Rame e Zolfo Kg 1,0
CM030,8023868008096,Vithal Expert Rame WP Kg 1,26
CS014,8023868008355,Vithal Expert Sapone Molle L 1,49
CM036,8023868008454,Vithal Expert Sempreverde Mix Kg 1,0
SP008,8023868008409,Vithal Expert Trappola Magica - 10 fogli,40
PF008,8023868008898,Vithal Expert Trebon Up ml 50,0
PF005,8023868005484,Vithal Expert Turfene Plus ml 500 (**),0
BC006,8023868013335,"Vithal Expert Ultrabrodi pasta Kg 1,5",0
BC007,8023868013342,"Vithal Expert Ultrabrodi pasta Kg 1,5 (500 gr x 3)",0
BC008,8023868013359,"Vithal Expert Ultrabroma Grano Pro Kg 1,5",0
VTR05,8023868008386,Vithal Expert VITENE TRIPLO R 500 gr,0
PF004,8023868008393,Vithal Expert Vitene Ultra SC ml 250,0
CM041,8023868008874,Vithal Expert Zeolite + Rame Kg 5 (4 pz),1
CM031,8023868008331,Vithal Expert Zolfo WG Kg 1,1
PO013,8023868013564,Vithal Farfalla del Geranio Lt 1,0
FDG01,8023868005255,Vithal Farfalla del Geranio RTU ml 800,0
PE037,802386800688702,Vithal Filal Wg g 200 (NE),0
PE009,8023868006887,Vithal Filal Wg g 250,0
PE015,8023868007259,Vithal Fungicida Naturale contro i marciumi g 250,0
PE035,802386800725902,Vithal Fungicida Naturale contro i marciumi g 250 (NE),0
PE014,8023868007242,Vithal Fungicida Prato 0 macchie g 250,0
PE034,802386800724202,Vithal Fungicida Prato 0 macchie g 250 (NE),0
PO012,8023868013533,Vithal Fungicida Sistemico PFnPO ml 750,0
PE007,8023868006665,Vithal Geater Star g 500 (**),0
6346,3121970164572,Vithal Lumachicida Limex PFnPE Kg 1,0
D6346,3121970184365,Vithal Lumachicida Limex PFnPE NE Kg 1,0
PO011,8023868013366,Vithal Lumachicida PFnPO g 200,0
PO010,8023868008317,Vithal Lumachicida PFnPO g 200,9
SP003,8023868006085,Vithal MASTER gr 250,120
SP006,8023868007389,Vithal MASTER kg 1,40
MTF3,8023868003701,Vithal METAFLOR gr 500,0
OIK20,8023868005514,Vithal OIKOS ml 20,0
PST11,8023868003695,Vithal PASTA LUMACH. gr 500,0
PST9,802386800056402,Vithal PASTA LUMACH. Kg 1,0
PE044,8023868008973,Vithal Piralide del Bosso g 10,0
PIR02,8023868005231,Vithal Piralide del Bosso ml 100,0
PO008,8023868008324,Vithal Piretro Garden PFnPO ml 750,19
PE021,8023868008201,Vithal Piretro PFnPO ml 15,0
6968,3121970156386,Vithal Polysect Ultra AL ml 800,0
6895,3121970149654,Vithal Polysect Ultra SL ml 100,0
6985,3121970182927,Vithal Polysect Ultra SL ml 250,0
PO004,8023868006993,Vithal Popillia Japonica ml 100,0
PO001,8023868006559,Vithal Protezione Totale ml 750,0
PE028,8023868008270,Vithal Rame Liquido PFnPE L 1 (**),0
RP002,8023868008935,Vithal Repellente Cane e Gatto g 200,29
RP001,8023868008928,Vithal Repellente Cane e Gatto g 400,0
RP004,8023868008959,Vithal repellente Spray cane e gatto ml 250,27
RP003,8023868008942,Vithal repellente Spray cane e gatto ml 500,0
DS005,8023868006856,"Vithal Rodibait New Kg 1,5",49
TSL1,8023868003947,Vithal Tiosol 80 WG gr 200,0
TSL2,8023868004036,Vithal Tiosol 80 WG gr 500,0
TRF01,8023868005460,Vithal Turfene Plus ml 100,0
TRF50,802386800548402,Vithal Turfene Plus ml 500,0
PE045,8023868013526,Vithal Xedavir Marciume radicale g 50,0
PE027,8023868008263,Vithal Zolfo Liquido PFnPE L 1 (**),0
PE026,8023868008256,Vithal Zolfo Liquido PFnPE ml 100 (**),0
48216,8004130227834,VULCANO BASTONCINI CITRON.IN ASTUCCIO,50
18206,8002840182061,VULCANO COCCIO + 10 SPIRALI,0
10580,8008090066038,VULCANO COCCIO + 10 SPIRALI,188
MK10580,8023868012819,"Vulcano Coccio + 10 Spirali antizanzara, Offerta Multipack 3 Confezioni",0
MK20217,8023868012901,"Vulcano Spirali Antizanzara Extra, Offerta Multipack 10 Confezioni",0
MK44858,8023868012895,"Vulcano Spirali Antizanzara Profumazioni Assortite, Offerta Multipack 10 Confezioni",0
18204,8002840182047,VULCANO SPIRALI PROF.ASS. x 30 TRMx10,120
44858,8008090063495,VULCANO SPIRALI PROF.ASS. x 30 TRMx10,647
20217,800809006348802,VULCANO SPIRALI X10 sf. (termato a 10 pezzi),0
20216,8008090063488,VULCANO SPIRALI X24 sf.,480
18202,8002840040606,VULCANO SPIRALI X60 (termato a 10 pezzi),0
E0155,8006933027017,ZINNIA GIGANTE CALIFORNIA IN MISCUGLIO,0
